total_return,total_return_pct,final_value,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate_pct,total_trades,init_cash,short_window,long_window,atr_mult,strategy,entry_window,exit_window,bb_period,bb_std,rsi_period,oversold,overbought,trend_ma,lookback,consec_bars,trail_atr_mult,ma_period,mom_period,min_votes,ema_period,atr_period,entry_period,exit_period,atr_stop_mult,fast,slow,signal,tenkan,kijun,senkou_b,min_agree,tf_short,tf_long,short_ma,long_ma
0.6068571881475419,60.68571881475419,160685.7188147542,0.9046316978702692,1.425173634642736,26.62198183369175,35.51401869158878,108,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,8.0,21.0,12.0,,,,,,,,
0.591912486804074,59.191248680407405,159191.2486804074,0.8940096809680677,1.4344044596705618,27.676877163432994,39.50617283950617,82,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,26.0,12.0,,,,,,,,
0.47686700137301946,47.68670013730195,147686.70013730193,0.8846782390278338,1.350111070184849,19.471842657115275,63.1578947368421,19,100000.0,,,,MeanRevBB_TF,,,40.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5091895241892638,50.91895241892638,150918.95241892638,0.8654257660615348,1.3855920583637749,27.985764011162868,32.926829268292686,83,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,26.0,9.0,,,,,,,,
0.48460736133421245,48.46073613342124,148460.73613342125,0.8605900372777879,1.3392950972433848,22.184692046356382,34.146341463414636,41,100000.0,,,,Ichimoku,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,52.0,,,,,
0.4941182766796485,49.41182766796485,149411.82766796486,0.8473188970592148,1.3534756763207658,25.808972876165083,32.5,81,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,26.0,7.0,,,,,,,,
0.7025654239667924,70.25654239667925,170256.54239667923,0.8459670523735681,1.2548647159763753,56.14703475105186,75.0,4,100000.0,20.0,120.0,1.0,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7062169402697112,70.62169402697111,170621.69402697112,0.8455017908851632,1.255637328798839,33.78826176323735,19.047619047619047,43,100000.0,,,,MultiFactor,,,,,,,,,,,,200.0,10.0,2.0,,,,,,,,,,,,,,,,
0.540154596085846,54.01545960858461,154015.45960858458,0.8450581082761236,1.343641958671149,29.150059992885552,40.69767441860465,87,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,21.0,12.0,,,,,,,,
0.4608479300390046,46.08479300390046,146084.79300390044,0.8446711423538583,1.3109840556311154,22.631211574355078,34.146341463414636,41,100000.0,,,,Ichimoku,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,60.0,,,,,
0.6247744240394296,62.47744240394296,162477.44240394296,0.8353355150703154,1.2263907478508707,41.789867924362675,25.0,9,100000.0,40.0,150.0,0.5,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6247744240394296,62.47744240394296,162477.44240394296,0.8353355150703154,1.2263907478508707,41.789867924362675,25.0,9,100000.0,40.0,150.0,0.3,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41160060914012603,41.160060914012604,141160.0609140126,0.8328134527380402,1.3282134216402612,27.95677387661951,40.38461538461539,52,100000.0,,,,AggressiveMom,,,,,,,,,30.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
0.46979013269581543,46.97901326958154,146979.01326958154,0.817128495921481,1.3019601104470055,28.237818952024085,31.11111111111111,91,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,26.0,7.0,,,,,,,,
0.6690257779482239,66.90257779482239,166902.5777948224,0.8169415733541978,1.1871267754934332,58.60261957768136,66.66666666666666,4,100000.0,30.0,100.0,0.8,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4626297919395026,46.26297919395026,146262.97919395025,0.8084412730571511,1.2892579609487362,25.57024352289361,34.146341463414636,83,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,8.0,34.0,12.0,,,,,,,,
0.6575126716435021,65.75126716435021,165751.2671643502,0.8059661606265203,1.201749008361191,37.96493699004494,24.489795918367346,50,100000.0,,,,MultiFactor,,,,,,,,,,,,150.0,10.0,2.0,,,,,,,,,,,,,,,,
0.45923850775731845,45.92385077573184,145923.85077573184,0.8043080970948338,1.2821179958122455,28.053083645973203,34.5679012345679,82,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,21.0,9.0,,,,,,,,
0.45950429993448005,45.950429993448004,145950.42999344802,0.8036031024206044,1.2764418404619993,31.031955642215642,39.726027397260275,74,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,26.0,12.0,,,,,,,,
0.45429028597737864,45.42902859773786,145429.02859773787,0.8013609197364767,1.2799006208500423,28.64357667629458,31.818181818181817,89,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,21.0,7.0,,,,,,,,
0.3873946754151412,38.739467541514124,138739.46754151414,0.7995694152118308,1.2728456604755984,27.523475059936864,38.297872340425535,47,100000.0,,,,AggressiveMom,,,,,,,,,50.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
